dates,prices,card,expansion
15.04.2020,0.1,Saproling-Token-G-11-Snake-Token-G-11,Commander-2015
17.04.2020,0.1,Saproling-Token-G-11-Snake-Token-G-11,Commander-2015
20.04.2020,0.05,Saproling-Token-G-11-Snake-Token-G-11,Commander-2015
23.04.2020,0.25,Saproling-Token-G-11-Snake-Token-G-11,Commander-2015
24.04.2020,0.09,Saproling-Token-G-11-Snake-Token-G-11,Commander-2015
03.05.2020,0.1,Saproling-Token-G-11-Snake-Token-G-11,Commander-2015
28.03.2020,0.4,Ancient-Craving,Commander-2015
31.03.2020,0.49,Ancient-Craving,Commander-2015
01.04.2020,0.39,Ancient-Craving,Commander-2015
02.04.2020,0.2,Ancient-Craving,Commander-2015
03.04.2020,0.4,Ancient-Craving,Commander-2015
05.04.2020,0.22,Ancient-Craving,Commander-2015
09.04.2020,0.25,Ancient-Craving,Commander-2015
10.04.2020,0.4,Ancient-Craving,Commander-2015
14.04.2020,0.45,Ancient-Craving,Commander-2015
15.04.2020,0.34,Ancient-Craving,Commander-2015
16.04.2020,0.49,Ancient-Craving,Commander-2015
17.04.2020,0.1,Ancient-Craving,Commander-2015
18.04.2020,0.6,Ancient-Craving,Commander-2015
23.04.2020,0.69,Ancient-Craving,Commander-2015
25.04.2020,0.24,Ancient-Craving,Commander-2015
26.04.2020,0.29,Ancient-Craving,Commander-2015
27.04.2020,0.47,Ancient-Craving,Commander-2015
28.04.2020,0.24,Ancient-Craving,Commander-2015
01.05.2020,0.24,Ancient-Craving,Commander-2015
05.05.2020,0.6,Ancient-Craving,Commander-2015
06.05.2020,0.44,Ancient-Craving,Commander-2015
07.05.2020,0.35,Ancient-Craving,Commander-2015
08.05.2020,0.3,Ancient-Craving,Commander-2015
09.05.2020,0.25,Ancient-Craving,Commander-2015
10.05.2020,0.43,Ancient-Craving,Commander-2015
11.05.2020,0.3,Ancient-Craving,Commander-2015
13.05.2020,0.49,Ancient-Craving,Commander-2015
15.05.2020,0.75,Ancient-Craving,Commander-2015
17.05.2020,0.34,Ancient-Craving,Commander-2015
19.05.2020,0.33,Ancient-Craving,Commander-2015
10.03.2020,0.25,Lotleth-Troll,Commander-2015
11.03.2020,0.15,Lotleth-Troll,Commander-2015
25.03.2020,0.75,Lotleth-Troll,Commander-2015
27.03.2020,0.15,Lotleth-Troll,Commander-2015
31.03.2020,0.53,Lotleth-Troll,Commander-2015
01.04.2020,0.52,Lotleth-Troll,Commander-2015
02.04.2020,0.39,Lotleth-Troll,Commander-2015
08.04.2020,0.43,Lotleth-Troll,Commander-2015
09.04.2020,0.44,Lotleth-Troll,Commander-2015
10.04.2020,0.79,Lotleth-Troll,Commander-2015
13.04.2020,0.75,Lotleth-Troll,Commander-2015
14.04.2020,0.66,Lotleth-Troll,Commander-2015
16.04.2020,0.75,Lotleth-Troll,Commander-2015
17.04.2020,0.47,Lotleth-Troll,Commander-2015
18.04.2020,0.95,Lotleth-Troll,Commander-2015
22.04.2020,0.25,Lotleth-Troll,Commander-2015
23.04.2020,0.49,Lotleth-Troll,Commander-2015
24.04.2020,0.3,Lotleth-Troll,Commander-2015
25.04.2020,0.99,Lotleth-Troll,Commander-2015
26.04.2020,0.75,Lotleth-Troll,Commander-2015
27.04.2020,0.65,Lotleth-Troll,Commander-2015
04.05.2020,0.15,Lotleth-Troll,Commander-2015
05.05.2020,0.42,Lotleth-Troll,Commander-2015
07.05.2020,0.29,Lotleth-Troll,Commander-2015
10.05.2020,0.29,Lotleth-Troll,Commander-2015
11.05.2020,0.48,Lotleth-Troll,Commander-2015
13.05.2020,0.53,Lotleth-Troll,Commander-2015
14.05.2020,0.49,Lotleth-Troll,Commander-2015
19.05.2020,0.77,Lotleth-Troll,Commander-2015
20.05.2020,1.0,Lotleth-Troll,Commander-2015
31.03.2020,0.18,Vivid-Creek,Commander-2015
01.04.2020,0.23,Vivid-Creek,Commander-2015
02.04.2020,0.09,Vivid-Creek,Commander-2015
03.04.2020,0.2,Vivid-Creek,Commander-2015
04.04.2020,0.1,Vivid-Creek,Commander-2015
05.04.2020,0.08,Vivid-Creek,Commander-2015
06.04.2020,0.65,Vivid-Creek,Commander-2015
07.04.2020,0.2,Vivid-Creek,Commander-2015
09.04.2020,0.4,Vivid-Creek,Commander-2015
14.04.2020,0.25,Vivid-Creek,Commander-2015
15.04.2020,0.19,Vivid-Creek,Commander-2015
17.04.2020,0.25,Vivid-Creek,Commander-2015
18.04.2020,0.2,Vivid-Creek,Commander-2015
19.04.2020,0.32,Vivid-Creek,Commander-2015
22.04.2020,0.12,Vivid-Creek,Commander-2015
23.04.2020,0.07,Vivid-Creek,Commander-2015
27.04.2020,0.18,Vivid-Creek,Commander-2015
29.04.2020,0.18,Vivid-Creek,Commander-2015
30.04.2020,0.27,Vivid-Creek,Commander-2015
01.05.2020,0.2,Vivid-Creek,Commander-2015
03.05.2020,0.1,Vivid-Creek,Commander-2015
05.05.2020,0.28,Vivid-Creek,Commander-2015
06.05.2020,0.18,Vivid-Creek,Commander-2015
09.05.2020,0.33,Vivid-Creek,Commander-2015
11.05.2020,0.2,Vivid-Creek,Commander-2015
13.05.2020,0.03,Vivid-Creek,Commander-2015
14.05.2020,0.2,Vivid-Creek,Commander-2015
15.05.2020,0.25,Vivid-Creek,Commander-2015
18.05.2020,0.15,Vivid-Creek,Commander-2015
20.05.2020,0.1,Vivid-Creek,Commander-2015
04.04.2020,0.38,Reins-of-Power,Commander-2015
06.04.2020,0.2,Reins-of-Power,Commander-2015
08.04.2020,0.1,Reins-of-Power,Commander-2015
09.04.2020,0.91,Reins-of-Power,Commander-2015
10.04.2020,0.33,Reins-of-Power,Commander-2015
13.04.2020,1.45,Reins-of-Power,Commander-2015
14.04.2020,0.49,Reins-of-Power,Commander-2015
16.04.2020,0.75,Reins-of-Power,Commander-2015
19.04.2020,0.89,Reins-of-Power,Commander-2015
21.04.2020,0.38,Reins-of-Power,Commander-2015
24.04.2020,0.99,Reins-of-Power,Commander-2015
27.04.2020,1.0,Reins-of-Power,Commander-2015
28.04.2020,0.34,Reins-of-Power,Commander-2015
30.04.2020,0.55,Reins-of-Power,Commander-2015
01.05.2020,0.7,Reins-of-Power,Commander-2015
02.05.2020,1.04,Reins-of-Power,Commander-2015
03.05.2020,0.38,Reins-of-Power,Commander-2015
04.05.2020,0.3,Reins-of-Power,Commander-2015
05.05.2020,0.28,Reins-of-Power,Commander-2015
06.05.2020,0.17,Reins-of-Power,Commander-2015
07.05.2020,0.43,Reins-of-Power,Commander-2015
09.05.2020,0.75,Reins-of-Power,Commander-2015
11.05.2020,0.33,Reins-of-Power,Commander-2015
12.05.2020,0.5,Reins-of-Power,Commander-2015
13.05.2020,0.75,Reins-of-Power,Commander-2015
14.05.2020,0.34,Reins-of-Power,Commander-2015
15.05.2020,1.04,Reins-of-Power,Commander-2015
16.05.2020,0.2,Reins-of-Power,Commander-2015
19.05.2020,0.75,Reins-of-Power,Commander-2015
20.05.2020,0.88,Reins-of-Power,Commander-2015
31.03.2020,0.47,Butcher-of-Malakir,Commander-2015
02.04.2020,0.25,Butcher-of-Malakir,Commander-2015
03.04.2020,0.49,Butcher-of-Malakir,Commander-2015
04.04.2020,0.75,Butcher-of-Malakir,Commander-2015
05.04.2020,0.35,Butcher-of-Malakir,Commander-2015
06.04.2020,0.24,Butcher-of-Malakir,Commander-2015
08.04.2020,0.55,Butcher-of-Malakir,Commander-2015
09.04.2020,0.48,Butcher-of-Malakir,Commander-2015
11.04.2020,0.3,Butcher-of-Malakir,Commander-2015
13.04.2020,0.25,Butcher-of-Malakir,Commander-2015
14.04.2020,0.24,Butcher-of-Malakir,Commander-2015
15.04.2020,0.49,Butcher-of-Malakir,Commander-2015
16.04.2020,0.38,Butcher-of-Malakir,Commander-2015
20.04.2020,0.48,Butcher-of-Malakir,Commander-2015
21.04.2020,0.25,Butcher-of-Malakir,Commander-2015
23.04.2020,0.45,Butcher-of-Malakir,Commander-2015
26.04.2020,0.39,Butcher-of-Malakir,Commander-2015
29.04.2020,0.45,Butcher-of-Malakir,Commander-2015
30.04.2020,0.38,Butcher-of-Malakir,Commander-2015
01.05.2020,0.74,Butcher-of-Malakir,Commander-2015
02.05.2020,0.47,Butcher-of-Malakir,Commander-2015
04.05.2020,0.49,Butcher-of-Malakir,Commander-2015
05.05.2020,0.5,Butcher-of-Malakir,Commander-2015
07.05.2020,0.6,Butcher-of-Malakir,Commander-2015
09.05.2020,0.47,Butcher-of-Malakir,Commander-2015
12.05.2020,0.26,Butcher-of-Malakir,Commander-2015
14.05.2020,0.48,Butcher-of-Malakir,Commander-2015
15.05.2020,0.25,Butcher-of-Malakir,Commander-2015
19.05.2020,0.25,Butcher-of-Malakir,Commander-2015
20.05.2020,0.29,Butcher-of-Malakir,Commander-2015
03.04.2020,7.99,Bane-of-Progress,Commander-2015
04.04.2020,7.66,Bane-of-Progress,Commander-2015
05.04.2020,10.0,Bane-of-Progress,Commander-2015
06.04.2020,6.73,Bane-of-Progress,Commander-2015
07.04.2020,7.99,Bane-of-Progress,Commander-2015
09.04.2020,8.28,Bane-of-Progress,Commander-2015
10.04.2020,8.5,Bane-of-Progress,Commander-2015
11.04.2020,9.49,Bane-of-Progress,Commander-2015
12.04.2020,7.0,Bane-of-Progress,Commander-2015
15.04.2020,7.71,Bane-of-Progress,Commander-2015
16.04.2020,9.6,Bane-of-Progress,Commander-2015
18.04.2020,8.99,Bane-of-Progress,Commander-2015
21.04.2020,7.48,Bane-of-Progress,Commander-2015
22.04.2020,7.7,Bane-of-Progress,Commander-2015
23.04.2020,7.0,Bane-of-Progress,Commander-2015
24.04.2020,8.49,Bane-of-Progress,Commander-2015
27.04.2020,3.79,Bane-of-Progress,Commander-2015
29.04.2020,5.98,Bane-of-Progress,Commander-2015
01.05.2020,5.98,Bane-of-Progress,Commander-2015
03.05.2020,7.0,Bane-of-Progress,Commander-2015
05.05.2020,7.0,Bane-of-Progress,Commander-2015
06.05.2020,8.82,Bane-of-Progress,Commander-2015
07.05.2020,6.38,Bane-of-Progress,Commander-2015
08.05.2020,6.75,Bane-of-Progress,Commander-2015
13.05.2020,6.44,Bane-of-Progress,Commander-2015
16.05.2020,7.0,Bane-of-Progress,Commander-2015
17.05.2020,5.73,Bane-of-Progress,Commander-2015
18.05.2020,7.0,Bane-of-Progress,Commander-2015
19.05.2020,3.75,Bane-of-Progress,Commander-2015
20.05.2020,7.63,Bane-of-Progress,Commander-2015
18.03.2020,0.4,Terastodon,Commander-2015
19.03.2020,0.2,Terastodon,Commander-2015
20.03.2020,0.55,Terastodon,Commander-2015
21.03.2020,0.25,Terastodon,Commander-2015
23.03.2020,0.45,Terastodon,Commander-2015
27.03.2020,0.49,Terastodon,Commander-2015
30.03.2020,0.2,Terastodon,Commander-2015
31.03.2020,0.48,Terastodon,Commander-2015
01.04.2020,0.4,Terastodon,Commander-2015
02.04.2020,0.35,Terastodon,Commander-2015
03.04.2020,0.3,Terastodon,Commander-2015
06.04.2020,1.0,Terastodon,Commander-2015
07.04.2020,0.35,Terastodon,Commander-2015
14.04.2020,0.63,Terastodon,Commander-2015
15.04.2020,0.45,Terastodon,Commander-2015
21.04.2020,0.5,Terastodon,Commander-2015
23.04.2020,0.13,Terastodon,Commander-2015
27.04.2020,0.35,Terastodon,Commander-2015
30.04.2020,0.36,Terastodon,Commander-2015
03.05.2020,0.5,Terastodon,Commander-2015
04.05.2020,0.22,Terastodon,Commander-2015
05.05.2020,0.54,Terastodon,Commander-2015
06.05.2020,0.92,Terastodon,Commander-2015
08.05.2020,0.28,Terastodon,Commander-2015
10.05.2020,0.45,Terastodon,Commander-2015
12.05.2020,0.41,Terastodon,Commander-2015
13.05.2020,0.69,Terastodon,Commander-2015
17.05.2020,0.2,Terastodon,Commander-2015
19.05.2020,0.45,Terastodon,Commander-2015
20.05.2020,0.65,Terastodon,Commander-2015
01.04.2020,2.43,Dread-Summons,Commander-2015
02.04.2020,2.96,Dread-Summons,Commander-2015
03.04.2020,2.99,Dread-Summons,Commander-2015
04.04.2020,3.5,Dread-Summons,Commander-2015
07.04.2020,1.73,Dread-Summons,Commander-2015
08.04.2020,2.25,Dread-Summons,Commander-2015
10.04.2020,2.95,Dread-Summons,Commander-2015
13.04.2020,2.99,Dread-Summons,Commander-2015
14.04.2020,3.04,Dread-Summons,Commander-2015
16.04.2020,2.53,Dread-Summons,Commander-2015
17.04.2020,3.5,Dread-Summons,Commander-2015
20.04.2020,3.45,Dread-Summons,Commander-2015
21.04.2020,4.28,Dread-Summons,Commander-2015
28.04.2020,2.64,Dread-Summons,Commander-2015
29.04.2020,1.49,Dread-Summons,Commander-2015
30.04.2020,2.47,Dread-Summons,Commander-2015
01.05.2020,2.0,Dread-Summons,Commander-2015
02.05.2020,2.95,Dread-Summons,Commander-2015
03.05.2020,2.75,Dread-Summons,Commander-2015
04.05.2020,2.1,Dread-Summons,Commander-2015
05.05.2020,2.75,Dread-Summons,Commander-2015
07.05.2020,3.11,Dread-Summons,Commander-2015
08.05.2020,1.42,Dread-Summons,Commander-2015
13.05.2020,2.35,Dread-Summons,Commander-2015
14.05.2020,2.13,Dread-Summons,Commander-2015
15.05.2020,2.5,Dread-Summons,Commander-2015
16.05.2020,1.35,Dread-Summons,Commander-2015
17.05.2020,2.6,Dread-Summons,Commander-2015
18.05.2020,2.5,Dread-Summons,Commander-2015
20.05.2020,2.89,Dread-Summons,Commander-2015
24.03.2020,2.05,Kodama-s-Reach,Commander-2015
25.03.2020,1.0,Kodama-s-Reach,Commander-2015
26.03.2020,1.9,Kodama-s-Reach,Commander-2015
27.03.2020,1.0,Kodama-s-Reach,Commander-2015
28.03.2020,0.99,Kodama-s-Reach,Commander-2015
29.03.2020,0.9,Kodama-s-Reach,Commander-2015
02.04.2020,1.0,Kodama-s-Reach,Commander-2015
05.04.2020,2.0,Kodama-s-Reach,Commander-2015
07.04.2020,2.01,Kodama-s-Reach,Commander-2015
08.04.2020,2.16,Kodama-s-Reach,Commander-2015
09.04.2020,1.45,Kodama-s-Reach,Commander-2015
15.04.2020,1.62,Kodama-s-Reach,Commander-2015
16.04.2020,0.74,Kodama-s-Reach,Commander-2015
20.04.2020,0.7,Kodama-s-Reach,Commander-2015
21.04.2020,1.49,Kodama-s-Reach,Commander-2015
22.04.2020,1.9,Kodama-s-Reach,Commander-2015
23.04.2020,0.49,Kodama-s-Reach,Commander-2015
25.04.2020,1.85,Kodama-s-Reach,Commander-2015
27.04.2020,1.0,Kodama-s-Reach,Commander-2015
28.04.2020,1.75,Kodama-s-Reach,Commander-2015
02.05.2020,1.25,Kodama-s-Reach,Commander-2015
05.05.2020,1.87,Kodama-s-Reach,Commander-2015
07.05.2020,0.89,Kodama-s-Reach,Commander-2015
08.05.2020,1.75,Kodama-s-Reach,Commander-2015
10.05.2020,1.19,Kodama-s-Reach,Commander-2015
11.05.2020,1.75,Kodama-s-Reach,Commander-2015
12.05.2020,1.5,Kodama-s-Reach,Commander-2015
15.05.2020,1.0,Kodama-s-Reach,Commander-2015
16.05.2020,1.75,Kodama-s-Reach,Commander-2015
18.05.2020,1.75,Kodama-s-Reach,Commander-2015
21.03.2020,0.72,Spinerock-Knoll,Commander-2015
24.03.2020,0.85,Spinerock-Knoll,Commander-2015
25.03.2020,0.7,Spinerock-Knoll,Commander-2015
27.03.2020,0.2,Spinerock-Knoll,Commander-2015
28.03.2020,0.61,Spinerock-Knoll,Commander-2015
29.03.2020,0.77,Spinerock-Knoll,Commander-2015
31.03.2020,0.3,Spinerock-Knoll,Commander-2015
04.04.2020,0.39,Spinerock-Knoll,Commander-2015
06.04.2020,0.7,Spinerock-Knoll,Commander-2015
07.04.2020,0.83,Spinerock-Knoll,Commander-2015
09.04.2020,0.89,Spinerock-Knoll,Commander-2015
13.04.2020,0.84,Spinerock-Knoll,Commander-2015
16.04.2020,0.7,Spinerock-Knoll,Commander-2015
17.04.2020,0.54,Spinerock-Knoll,Commander-2015
22.04.2020,0.49,Spinerock-Knoll,Commander-2015
23.04.2020,0.3,Spinerock-Knoll,Commander-2015
24.04.2020,1.25,Spinerock-Knoll,Commander-2015
25.04.2020,1.59,Spinerock-Knoll,Commander-2015
28.04.2020,0.68,Spinerock-Knoll,Commander-2015
30.04.2020,0.78,Spinerock-Knoll,Commander-2015
01.05.2020,0.71,Spinerock-Knoll,Commander-2015
03.05.2020,0.49,Spinerock-Knoll,Commander-2015
04.05.2020,0.49,Spinerock-Knoll,Commander-2015
06.05.2020,0.49,Spinerock-Knoll,Commander-2015
10.05.2020,1.35,Spinerock-Knoll,Commander-2015
12.05.2020,0.3,Spinerock-Knoll,Commander-2015
13.05.2020,0.12,Spinerock-Knoll,Commander-2015
16.05.2020,0.34,Spinerock-Knoll,Commander-2015
18.05.2020,0.47,Spinerock-Knoll,Commander-2015
20.05.2020,0.49,Spinerock-Knoll,Commander-2015
03.04.2020,0.07,Vivid-Marsh,Commander-2015
04.04.2020,0.1,Vivid-Marsh,Commander-2015
05.04.2020,0.27,Vivid-Marsh,Commander-2015
07.04.2020,0.23,Vivid-Marsh,Commander-2015
09.04.2020,0.9,Vivid-Marsh,Commander-2015
11.04.2020,0.45,Vivid-Marsh,Commander-2015
14.04.2020,0.41,Vivid-Marsh,Commander-2015
15.04.2020,0.38,Vivid-Marsh,Commander-2015
16.04.2020,0.35,Vivid-Marsh,Commander-2015
19.04.2020,0.25,Vivid-Marsh,Commander-2015
20.04.2020,0.41,Vivid-Marsh,Commander-2015
21.04.2020,0.58,Vivid-Marsh,Commander-2015
27.04.2020,0.75,Vivid-Marsh,Commander-2015
29.04.2020,0.18,Vivid-Marsh,Commander-2015
30.04.2020,0.33,Vivid-Marsh,Commander-2015
01.05.2020,0.5,Vivid-Marsh,Commander-2015
03.05.2020,0.45,Vivid-Marsh,Commander-2015
05.05.2020,0.78,Vivid-Marsh,Commander-2015
06.05.2020,0.53,Vivid-Marsh,Commander-2015
07.05.2020,0.3,Vivid-Marsh,Commander-2015
08.05.2020,0.75,Vivid-Marsh,Commander-2015
09.05.2020,0.61,Vivid-Marsh,Commander-2015
10.05.2020,0.69,Vivid-Marsh,Commander-2015
11.05.2020,0.3,Vivid-Marsh,Commander-2015
13.05.2020,0.25,Vivid-Marsh,Commander-2015
14.05.2020,0.37,Vivid-Marsh,Commander-2015
17.05.2020,0.3,Vivid-Marsh,Commander-2015
18.05.2020,0.25,Vivid-Marsh,Commander-2015
19.05.2020,0.34,Vivid-Marsh,Commander-2015
20.05.2020,0.45,Vivid-Marsh,Commander-2015
01.04.2020,7.5,Blade-of-Selves,Commander-2015
03.04.2020,6.45,Blade-of-Selves,Commander-2015
04.04.2020,6.42,Blade-of-Selves,Commander-2015
05.04.2020,5.89,Blade-of-Selves,Commander-2015
06.04.2020,5.6,Blade-of-Selves,Commander-2015
09.04.2020,6.74,Blade-of-Selves,Commander-2015
10.04.2020,5.4,Blade-of-Selves,Commander-2015
12.04.2020,6.19,Blade-of-Selves,Commander-2015
13.04.2020,5.3,Blade-of-Selves,Commander-2015
14.04.2020,6.21,Blade-of-Selves,Commander-2015
16.04.2020,4.85,Blade-of-Selves,Commander-2015
17.04.2020,5.57,Blade-of-Selves,Commander-2015
18.04.2020,5.49,Blade-of-Selves,Commander-2015
22.04.2020,5.5,Blade-of-Selves,Commander-2015
23.04.2020,4.49,Blade-of-Selves,Commander-2015
24.04.2020,3.95,Blade-of-Selves,Commander-2015
26.04.2020,5.53,Blade-of-Selves,Commander-2015
28.04.2020,5.46,Blade-of-Selves,Commander-2015
30.04.2020,5.67,Blade-of-Selves,Commander-2015
02.05.2020,6.27,Blade-of-Selves,Commander-2015
03.05.2020,7.99,Blade-of-Selves,Commander-2015
05.05.2020,6.99,Blade-of-Selves,Commander-2015
09.05.2020,5.54,Blade-of-Selves,Commander-2015
10.05.2020,6.5,Blade-of-Selves,Commander-2015
12.05.2020,3.75,Blade-of-Selves,Commander-2015
14.05.2020,5.48,Blade-of-Selves,Commander-2015
16.05.2020,5.25,Blade-of-Selves,Commander-2015
17.05.2020,5.78,Blade-of-Selves,Commander-2015
18.05.2020,3.9,Blade-of-Selves,Commander-2015
19.05.2020,5.24,Blade-of-Selves,Commander-2015
15.03.2020,2.48,Scourge-of-Nel-Toth,Commander-2015
19.03.2020,1.24,Scourge-of-Nel-Toth,Commander-2015
20.03.2020,0.7,Scourge-of-Nel-Toth,Commander-2015
21.03.2020,1.12,Scourge-of-Nel-Toth,Commander-2015
23.03.2020,0.87,Scourge-of-Nel-Toth,Commander-2015
24.03.2020,0.95,Scourge-of-Nel-Toth,Commander-2015
25.03.2020,0.76,Scourge-of-Nel-Toth,Commander-2015
26.03.2020,1.0,Scourge-of-Nel-Toth,Commander-2015
28.03.2020,0.89,Scourge-of-Nel-Toth,Commander-2015
01.04.2020,1.0,Scourge-of-Nel-Toth,Commander-2015
02.04.2020,1.0,Scourge-of-Nel-Toth,Commander-2015
04.04.2020,1.11,Scourge-of-Nel-Toth,Commander-2015
07.04.2020,1.24,Scourge-of-Nel-Toth,Commander-2015
23.04.2020,0.85,Scourge-of-Nel-Toth,Commander-2015
25.04.2020,1.0,Scourge-of-Nel-Toth,Commander-2015
28.04.2020,1.41,Scourge-of-Nel-Toth,Commander-2015
02.05.2020,1.0,Scourge-of-Nel-Toth,Commander-2015
03.05.2020,0.8,Scourge-of-Nel-Toth,Commander-2015
04.05.2020,0.9,Scourge-of-Nel-Toth,Commander-2015
05.05.2020,0.8,Scourge-of-Nel-Toth,Commander-2015
06.05.2020,1.5,Scourge-of-Nel-Toth,Commander-2015
07.05.2020,1.43,Scourge-of-Nel-Toth,Commander-2015
09.05.2020,0.75,Scourge-of-Nel-Toth,Commander-2015
10.05.2020,1.17,Scourge-of-Nel-Toth,Commander-2015
11.05.2020,0.85,Scourge-of-Nel-Toth,Commander-2015
15.05.2020,0.95,Scourge-of-Nel-Toth,Commander-2015
16.05.2020,2.4,Scourge-of-Nel-Toth,Commander-2015
17.05.2020,0.5,Scourge-of-Nel-Toth,Commander-2015
19.05.2020,0.75,Scourge-of-Nel-Toth,Commander-2015
20.05.2020,1.1,Scourge-of-Nel-Toth,Commander-2015
25.03.2020,1.25,Magus-of-the-Wheel,Commander-2015
26.03.2020,0.75,Magus-of-the-Wheel,Commander-2015
27.03.2020,0.74,Magus-of-the-Wheel,Commander-2015
28.03.2020,0.95,Magus-of-the-Wheel,Commander-2015
29.03.2020,1.5,Magus-of-the-Wheel,Commander-2015
01.04.2020,1.38,Magus-of-the-Wheel,Commander-2015
02.04.2020,0.74,Magus-of-the-Wheel,Commander-2015
06.04.2020,0.76,Magus-of-the-Wheel,Commander-2015
07.04.2020,1.19,Magus-of-the-Wheel,Commander-2015
09.04.2020,1.5,Magus-of-the-Wheel,Commander-2015
12.04.2020,1.92,Magus-of-the-Wheel,Commander-2015
15.04.2020,0.99,Magus-of-the-Wheel,Commander-2015
16.04.2020,0.87,Magus-of-the-Wheel,Commander-2015
18.04.2020,1.5,Magus-of-the-Wheel,Commander-2015
19.04.2020,1.0,Magus-of-the-Wheel,Commander-2015
21.04.2020,1.0,Magus-of-the-Wheel,Commander-2015
23.04.2020,0.9,Magus-of-the-Wheel,Commander-2015
28.04.2020,0.91,Magus-of-the-Wheel,Commander-2015
01.05.2020,1.28,Magus-of-the-Wheel,Commander-2015
02.05.2020,2.5,Magus-of-the-Wheel,Commander-2015
05.05.2020,2.49,Magus-of-the-Wheel,Commander-2015
06.05.2020,0.9,Magus-of-the-Wheel,Commander-2015
07.05.2020,1.0,Magus-of-the-Wheel,Commander-2015
09.05.2020,1.0,Magus-of-the-Wheel,Commander-2015
12.05.2020,0.75,Magus-of-the-Wheel,Commander-2015
14.05.2020,1.5,Magus-of-the-Wheel,Commander-2015
15.05.2020,0.99,Magus-of-the-Wheel,Commander-2015
18.05.2020,0.92,Magus-of-the-Wheel,Commander-2015
19.05.2020,1.27,Magus-of-the-Wheel,Commander-2015
20.05.2020,0.5,Magus-of-the-Wheel,Commander-2015
30.03.2020,2.0,Open-the-Vaults,Commander-2015
31.03.2020,1.48,Open-the-Vaults,Commander-2015
01.04.2020,2.07,Open-the-Vaults,Commander-2015
03.04.2020,0.15,Open-the-Vaults,Commander-2015
07.04.2020,1.98,Open-the-Vaults,Commander-2015
11.04.2020,0.99,Open-the-Vaults,Commander-2015
13.04.2020,1.35,Open-the-Vaults,Commander-2015
14.04.2020,1.1,Open-the-Vaults,Commander-2015
15.04.2020,1.74,Open-the-Vaults,Commander-2015
16.04.2020,1.5,Open-the-Vaults,Commander-2015
18.04.2020,1.21,Open-the-Vaults,Commander-2015
19.04.2020,1.65,Open-the-Vaults,Commander-2015
21.04.2020,1.48,Open-the-Vaults,Commander-2015
24.04.2020,1.41,Open-the-Vaults,Commander-2015
25.04.2020,1.55,Open-the-Vaults,Commander-2015
27.04.2020,1.99,Open-the-Vaults,Commander-2015
28.04.2020,1.61,Open-the-Vaults,Commander-2015
29.04.2020,0.95,Open-the-Vaults,Commander-2015
30.04.2020,1.21,Open-the-Vaults,Commander-2015
05.05.2020,1.1,Open-the-Vaults,Commander-2015
06.05.2020,1.68,Open-the-Vaults,Commander-2015
09.05.2020,1.49,Open-the-Vaults,Commander-2015
10.05.2020,1.49,Open-the-Vaults,Commander-2015
12.05.2020,1.0,Open-the-Vaults,Commander-2015
13.05.2020,1.1,Open-the-Vaults,Commander-2015
14.05.2020,0.74,Open-the-Vaults,Commander-2015
15.05.2020,1.1,Open-the-Vaults,Commander-2015
17.05.2020,0.45,Open-the-Vaults,Commander-2015
18.05.2020,1.85,Open-the-Vaults,Commander-2015
19.05.2020,1.09,Open-the-Vaults,Commander-2015
19.03.2020,0.49,Sigil-of-the-Empty-Throne,Commander-2015
20.03.2020,0.1,Sigil-of-the-Empty-Throne,Commander-2015
21.03.2020,0.3,Sigil-of-the-Empty-Throne,Commander-2015
25.03.2020,0.49,Sigil-of-the-Empty-Throne,Commander-2015
27.03.2020,0.2,Sigil-of-the-Empty-Throne,Commander-2015
30.03.2020,0.51,Sigil-of-the-Empty-Throne,Commander-2015
31.03.2020,0.48,Sigil-of-the-Empty-Throne,Commander-2015
03.04.2020,0.31,Sigil-of-the-Empty-Throne,Commander-2015
07.04.2020,0.36,Sigil-of-the-Empty-Throne,Commander-2015
10.04.2020,0.28,Sigil-of-the-Empty-Throne,Commander-2015
13.04.2020,0.15,Sigil-of-the-Empty-Throne,Commander-2015
14.04.2020,0.2,Sigil-of-the-Empty-Throne,Commander-2015
16.04.2020,0.49,Sigil-of-the-Empty-Throne,Commander-2015
17.04.2020,0.37,Sigil-of-the-Empty-Throne,Commander-2015
19.04.2020,0.28,Sigil-of-the-Empty-Throne,Commander-2015
21.04.2020,0.13,Sigil-of-the-Empty-Throne,Commander-2015
23.04.2020,0.5,Sigil-of-the-Empty-Throne,Commander-2015
27.04.2020,0.2,Sigil-of-the-Empty-Throne,Commander-2015
29.04.2020,0.45,Sigil-of-the-Empty-Throne,Commander-2015
30.04.2020,0.23,Sigil-of-the-Empty-Throne,Commander-2015
02.05.2020,0.15,Sigil-of-the-Empty-Throne,Commander-2015
04.05.2020,0.49,Sigil-of-the-Empty-Throne,Commander-2015
06.05.2020,0.27,Sigil-of-the-Empty-Throne,Commander-2015
07.05.2020,1.0,Sigil-of-the-Empty-Throne,Commander-2015
08.05.2020,0.49,Sigil-of-the-Empty-Throne,Commander-2015
12.05.2020,0.42,Sigil-of-the-Empty-Throne,Commander-2015
13.05.2020,0.2,Sigil-of-the-Empty-Throne,Commander-2015
15.05.2020,0.49,Sigil-of-the-Empty-Throne,Commander-2015
17.05.2020,0.2,Sigil-of-the-Empty-Throne,Commander-2015
20.05.2020,0.4,Sigil-of-the-Empty-Throne,Commander-2015
